event_id,user_id,product_id,event_type,query,timestamp,dwell_time_seconds
E00329,U004,P0015,search,"gaming glasses",2025-12-18T06:28:23.537Z,0
E00330,U096,P0104,click,"rayban aviators",2025-12-25T00:44:26.352Z,59
E00331,U092,P0008,search,"contact lenses for dry eyes",2025-12-10T14:41:18.724Z,0
E00332,U048,P0090,click,"blue light glasses for coding",2025-12-10T00:57:08.502Z,180
E00333,U087,P0089,click,"gold round glasses",2025-12-04T14:02:22.795Z,40
E00334,U086,P0014,click,"sunglasses for driving",2025-11-30T13:50:45.977Z,234
E00335,U068,P0173,search,"contact lenses for dry eyes",2025-12-24T07:59:56.093Z,0
E00336,U035,P0222,search,"rayban aviators",2025-12-07T19:50:52.768Z,0
E00337,U019,P0295,click,"rayban aviators",2025-12-01T23:15:36.162Z,244
E00338,U080,P0035,click,"sunglasses for driving",2025-12-22T02:15:49.499Z,133
E00339,U022,P0011,search,"gaming glasses",2025-12-06T05:28:13.758Z,0
E00340,U017,P0209,search,"contact lenses for dry eyes",2025-12-28T07:57:52.157Z,0
E00341,U021,P0182,click,"prescription glasses",2025-12-16T11:18:53.803Z,113
E00342,U035,P0044,click,"black rimless frames",2025-12-28T11:17:24.633Z,279
E00343,U086,P0002,click,"transparent frames",2025-12-22T00:24:13.272Z,46
E00344,U043,P0232,purchase,"transparent frames",2025-12-24T05:57:21.676Z,0
E00345,U016,P0225,click,"gold round glasses",2025-12-02T15:42:42.546Z,72
E00346,U092,P0059,add_to_cart,"vincent chase computer glasses",2025-12-23T09:19:12.717Z,0
E00347,U009,P0014,search,"prescription glasses",2025-12-17T08:35:15.960Z,0
E00348,U073,P0068,click,"black rimless frames",2025-12-18T10:24:20.614Z,121
E00349,U056,P0030,search,"prescription glasses",2025-12-28T10:23:50.993Z,0
E00350,U035,P0224,search,"transparent frames",2025-12-24T08:51:14.185Z,0
E00351,U094,P0262,add_to_cart,"gold round glasses",2025-12-19T13:58:59.989Z,0
E00352,U085,P0222,search,"gold round glasses",2025-12-28T13:11:26.599Z,0
E00353,U027,P0127,purchase,"running sunglasses",2025-12-08T15:45:35.839Z,0
E00354,U093,P0192,search,"stylish eyeglasses",2025-12-21T05:50:08.751Z,0
E00355,U093,P0207,click,"sunglasses for driving",2025-12-03T19:21:24.572Z,289
E00356,U061,P0059,click,"gaming glasses",2025-12-24T19:04:23.007Z,178
E00357,U025,P0144,purchase,"black rimless frames",2025-12-03T17:02:21.098Z,0
E00358,U011,P0012,add_to_cart,"running sunglasses",2025-12-24T03:34:19.219Z,0
E00359,U012,P0076,click,"blue light glasses for coding",2025-12-08T15:02:18.718Z,80
E00360,U021,P0283,click,"running sunglasses",2025-12-15T05:07:07.255Z,258
E00361,U034,P0222,click,"contact lenses for dry eyes",2025-12-10T02:06:56.583Z,108
E00362,U024,P0064,add_to_cart,"transparent frames",2025-12-16T06:10:58.501Z,0
E00363,U082,P0259,add_to_cart,"prescription glasses",2025-12-19T00:00:15.682Z,0
E00364,U008,P0034,click,"stylish eyeglasses",2025-12-24T02:08:07.508Z,281
E00365,U054,P0140,click,"transparent frames",2025-12-23T09:27:47.155Z,54
E00366,U053,P0126,click,"running sunglasses",2025-12-26T16:48:51.331Z,273
E00367,U050,P0223,click,"prescription glasses",2025-11-29T05:08:26.943Z,74
E00368,U044,P0277,click,"black rimless frames",2025-12-20T07:42:44.865Z,107
E00369,U062,P0258,search,"contact lenses for dry eyes",2025-12-12T00:21:06.439Z,0
E00370,U034,P0101,search,"vincent chase computer glasses",2025-12-21T01:43:14.413Z,0
E00371,U024,P0244,click,"black rimless frames",2025-12-21T14:32:01.429Z,279
E00372,U020,P0172,search,"sunglasses for driving",2025-12-02T11:52:48.681Z,0
E00373,U081,P0187,click,"gaming glasses",2025-12-02T05:47:09.547Z,274
E00374,U071,P0133,search,"running sunglasses",2025-12-17T00:36:45.971Z,0
E00375,U050,P0040,purchase,"running sunglasses",2025-12-18T09:54:11.572Z,0
E00376,U080,P0155,search,"gaming glasses",2025-12-12T17:23:42.960Z,0
E00377,U077,P0169,search,"running sunglasses",2025-12-22T18:40:35.623Z,0
E00378,U076,P0259,search,"running sunglasses",2025-12-23T11:52:14.401Z,0
E00379,U024,P0245,search,"contact lenses for dry eyes",2025-12-24T15:47:35.771Z,0
E00380,U061,P0026,click,"vincent chase computer glasses",2025-12-26T14:05:37.978Z,97
E00381,U067,P0201,click,"contact lenses for dry eyes",2025-12-08T14:17:26.750Z,165
E00382,U041,P0025,search,"gaming glasses",2025-12-05T17:41:17.346Z,0
E00383,U034,P0054,search,"contact lenses for dry eyes",2025-12-06T07:31:01.960Z,0
E00384,U014,P0202,purchase,"running sunglasses",2025-12-10T02:46:36.986Z,0
E00385,U062,P0244,click,"transparent frames",2025-12-07T12:22:14.612Z,101
E00386,U033,P0074,click,"blue light glasses for coding",2025-12-23T12:24:08.327Z,76
E00387,U028,P0153,search,"running sunglasses",2025-12-19T02:02:40.318Z,0
E00388,U053,P0094,search,"gold round glasses",2025-11-29T17:28:50.996Z,0
E00389,U048,P0081,click,"transparent frames",2025-12-15T13:14:05.234Z,157
E00390,U069,P0133,search,"running sunglasses",2025-12-01T22:35:08.435Z,0
E00391,U096,P0126,purchase,"sunglasses for driving",2025-12-19T01:12:21.712Z,0
E00392,U061,P0041,click,"transparent frames",2025-12-22T19:00:44.756Z,81
E00393,U080,P0063,purchase,"vincent chase computer glasses",2025-12-04T01:56:04.957Z,0
E00394,U079,P0008,click,"prescription glasses",2025-12-13T11:43:33.580Z,55
E00395,U059,P0127,click,"rayban aviators",2025-12-21T16:18:11.805Z,168
E00396,U042,P0084,click,"running sunglasses",2025-12-21T14:59:30.653Z,161
E00397,U072,P0233,click,"prescription glasses",2025-12-16T00:58:43.149Z,274
E00398,U067,P0114,click,"vincent chase computer glasses",2025-12-20T04:10:46.355Z,129
E00399,U091,P0153,click,"running sunglasses",2025-12-13T08:50:53.568Z,287
E00400,U019,P0073,click,"transparent frames",2025-12-09T02:16:41.783Z,203
E00401,U004,P0245,click,"gaming glasses",2025-12-27T02:39:10.172Z,98
E00402,U084,P0130,search,"transparent frames",2025-12-11T03:58:44.349Z,0
E00403,U087,P0099,click,"contact lenses for dry eyes",2025-11-28T21:33:49.423Z,142
E00404,U080,P0143,add_to_cart,"stylish eyeglasses",2025-12-23T09:28:14.412Z,0
E00405,U057,P0220,click,"transparent frames",2025-12-16T00:06:37.503Z,47
E00406,U061,P0063,search,"stylish eyeglasses",2025-12-22T19:03:17.424Z,0
E00407,U040,P0127,add_to_cart,"blue light glasses for coding",2025-12-20T01:29:58.648Z,0
E00408,U031,P0275,add_to_cart,"gaming glasses",2025-12-19T01:26:34.035Z,0
E00409,U036,P0087,search,"transparent frames",2025-12-15T18:36:53.562Z,0
E00410,U011,P0198,add_to_cart,"blue light glasses for coding",2025-12-09T07:03:12.508Z,0
E00411,U092,P0082,click,"gaming glasses",2025-12-20T00:58:52.715Z,239
E00412,U025,P0281,search,"gold round glasses",2025-12-09T02:16:16.686Z,0
E00413,U010,P0019,search,"vincent chase computer glasses",2025-12-02T00:04:43.282Z,0
E00414,U045,P0023,search,"rayban aviators",2025-11-30T10:25:22.360Z,0
E00415,U071,P0278,add_to_cart,"sunglasses for driving",2025-12-02T18:11:17.821Z,0
E00416,U049,P0242,click,"rayban aviators",2025-12-07T21:36:17.689Z,295
E00417,U007,P0115,click,"stylish eyeglasses",2025-12-19T04:55:10.537Z,285
E00418,U010,P0072,search,"gaming glasses",2025-11-29T16:01:11.402Z,0
E00419,U016,P0103,click,"black rimless frames",2025-12-17T21:27:24.481Z,28
E00420,U068,P0041,search,"prescription glasses",2025-11-29T14:19:06.866Z,0
E00421,U060,P0226,search,"blue light glasses for coding",2025-12-26T09:45:35.407Z,0
E00422,U092,P0288,search,"blue light glasses for coding",2025-12-14T05:13:05.306Z,0
E00423,U005,P0265,add_to_cart,"blue light glasses for coding",2025-12-05T02:14:16.626Z,0
E00424,U004,P0176,click,"blue light glasses for coding",2025-12-09T17:11:19.789Z,233
E00425,U087,P0232,click,"black rimless frames",2025-12-13T15:04:03.768Z,195
E00426,U047,P0036,click,"gold round glasses",2025-12-05T19:22:03.549Z,274
E00427,U012,P0015,search,"vincent chase computer glasses",2025-12-20T11:40:30.250Z,0
E00428,U057,P0014,search,"black rimless frames",2025-12-03T22:32:08.093Z,0
E00429,U067,P0287,click,"running sunglasses",2025-12-05T07:19:12.939Z,94
E00430,U054,P0129,add_to_cart,"gold round glasses",2025-12-17T09:29:45.715Z,0
E00431,U070,P0300,click,"blue light glasses for coding",2025-12-27T09:32:40.901Z,248
E00432,U014,P0009,add_to_cart,"prescription glasses",2025-12-05T09:05:23.566Z,0
E00433,U053,P0110,click,"transparent frames",2025-12-22T07:45:02.219Z,43
E00434,U019,P0237,add_to_cart,"stylish eyeglasses",2025-12-20T15:31:31.269Z,0
E00435,U084,P0090,search,"running sunglasses",2025-12-15T22:23:30.954Z,0
E00436,U032,P0003,click,"stylish eyeglasses",2025-12-01T05:12:53.821Z,161
E00437,U036,P0015,click,"running sunglasses",2025-12-14T15:17:15.423Z,119
E00438,U052,P0198,search,"vincent chase computer glasses",2025-12-17T14:43:40.181Z,0
E00439,U086,P0224,search,"running sunglasses",2025-12-24T09:47:46.960Z,0
E00440,U006,P0014,click,"sunglasses for driving",2025-12-15T12:16:44.572Z,161
E00441,U014,P0300,click,"contact lenses for dry eyes",2025-12-10T07:03:52.335Z,212
E00442,U049,P0243,search,"vincent chase computer glasses",2025-12-07T06:25:53.932Z,0
E00443,U036,P0085,click,"gaming glasses",2025-12-20T09:32:29.038Z,206
E00444,U043,P0071,search,"vincent chase computer glasses",2025-12-26T09:46:54.130Z,0
E00445,U044,P0167,add_to_cart,"gaming glasses",2025-12-10T11:24:44.511Z,0
E00446,U072,P0272,click,"transparent frames",2025-12-19T05:20:01.070Z,149
E00447,U004,P0129,click,"blue light glasses for coding",2025-12-03T18:03:50.936Z,38
E00448,U054,P0281,click,"transparent frames",2025-11-29T08:35:48.762Z,263
E00449,U094,P0298,search,"sunglasses for driving",2025-11-29T01:07:02.172Z,0
E00450,U062,P0031,click,"rayban aviators",2025-12-09T11:22:12.186Z,163
E00451,U018,P0270,add_to_cart,"stylish eyeglasses",2025-12-07T02:18:01.182Z,0
E00452,U095,P0160,click,"contact lenses for dry eyes",2025-12-23T05:38:11.593Z,128
E00453,U019,P0268,click,"transparent frames",2025-12-03T16:06:14.545Z,142
E00454,U007,P0130,click,"prescription glasses",2025-12-01T08:20:46.188Z,177
E00455,U006,P0094,add_to_cart,"contact lenses for dry eyes",2025-12-22T01:05:36.434Z,0
E00456,U078,P0203,add_to_cart,"gold round glasses",2025-12-21T08:59:36.696Z,0
E00457,U066,P0058,search,"gold round glasses",2025-12-21T07:22:28.627Z,0
E00458,U050,P0043,click,"gold round glasses",2025-12-20T08:21:23.595Z,192
E00459,U014,P0197,search,"running sunglasses",2025-12-14T20:49:46.578Z,0
E00460,U069,P0248,click,"gaming glasses",2025-12-04T18:54:00.756Z,135
E00461,U061,P0074,click,"vincent chase computer glasses",2025-12-13T16:33:25.120Z,281
E00462,U089,P0099,search,"gaming glasses",2025-12-21T09:05:46.618Z,0
E00463,U056,P0133,add_to_cart,"stylish eyeglasses",2025-12-16T00:13:42.548Z,0
E00464,U023,P0276,click,"contact lenses for dry eyes",2025-12-15T04:54:28.083Z,104
E00465,U014,P0053,search,"gaming glasses",2025-12-18T19:28:01.224Z,0
E00466,U005,P0132,add_to_cart,"rayban aviators",2025-12-02T15:34:59.779Z,0
E00467,U002,P0257,click,"prescription glasses",2025-12-05T23:05:42.283Z,255
E00468,U082,P0034,click,"vincent chase computer glasses",2025-12-13T02:12:15.085Z,208
E00469,U023,P0202,add_to_cart,"black rimless frames",2025-12-18T01:19:37.409Z,0
E00470,U051,P0061,add_to_cart,"black rimless frames",2025-12-16T11:40:18.742Z,0
E00471,U016,P0240,click,"contact lenses for dry eyes",2025-11-28T18:16:43.569Z,160
E00472,U072,P0030,search,"black rimless frames",2025-12-26T15:16:09.130Z,0
E00473,U091,P0070,search,"transparent frames",2025-12-25T11:54:07.821Z,0
E00474,U092,P0152,click,"black rimless frames",2025-12-16T12:30:38.321Z,74
E00475,U066,P0156,click,"gaming glasses",2025-12-20T12:52:55.912Z,137
E00476,U090,P0069,click,"rayban aviators",2025-12-20T02:37:24.063Z,117
E00477,U022,P0021,click,"prescription glasses",2025-12-14T12:40:29.368Z,131
E00478,U058,P0141,search,"transparent frames",2025-12-26T00:48:39.601Z,0
E00479,U016,P0080,add_to_cart,"contact lenses for dry eyes",2025-12-07T15:18:11.196Z,0
E00480,U003,P0255,click,"contact lenses for dry eyes",2025-12-19T17:32:05.788Z,275
E00481,U002,P0001,click,"gaming glasses",2025-11-30T07:01:42.512Z,166
E00482,U050,P0065,search,"gaming glasses",2025-12-09T09:16:30.793Z,0
E00483,U083,P0138,click,"stylish eyeglasses",2025-12-02T21:45:47.455Z,30
E00484,U017,P0038,click,"vincent chase computer glasses",2025-12-20T08:31:08.447Z,208
E00485,U056,P0147,click,"stylish eyeglasses",2025-12-16T04:22:31.738Z,76
E00486,U005,P0068,search,"prescription glasses",2025-12-13T06:30:47.648Z,0
E00487,U002,P0149,search,"prescription glasses",2025-12-07T03:46:27.648Z,0
E00488,U037,P0134,click,"gold round glasses",2025-12-17T00:36:33.226Z,219
E00489,U005,P0257,click,"contact lenses for dry eyes",2025-12-22T04:42:26.527Z,260
E00490,U070,P0242,click,"contact lenses for dry eyes",2025-12-18T21:49:48.119Z,278
E00491,U017,P0273,add_to_cart,"blue light glasses for coding",2025-12-16T10:23:16.665Z,0
E00492,U005,P0282,add_to_cart,"prescription glasses",2025-12-17T09:58:22.945Z,0
E00493,U011,P0233,search,"vincent chase computer glasses",2025-12-11T19:52:39.400Z,0
E00494,U006,P0282,search,"blue light glasses for coding",2025-12-02T13:11:46.726Z,0
E00495,U030,P0009,click,"running sunglasses",2025-12-26T12:19:33.379Z,190
E00496,U097,P0141,search,"rayban aviators",2025-12-20T15:38:16.123Z,0
E00497,U042,P0104,search,"sunglasses for driving",2025-12-07T22:29:16.840Z,0
E00498,U099,P0078,search,"blue light glasses for coding",2025-12-20T02:42:22.684Z,0
E00499,U031,P0203,search,"blue light glasses for coding",2025-12-10T17:46:37.605Z,0
E00500,U041,P0292,search,"blue light glasses for coding",2025-12-17T16:04:53.269Z,0
E00501,U044,P0025,click,"blue light glasses for coding",2025-12-10T13:09:41.302Z,215
E00502,U020,P0141,add_to_cart,"vincent chase computer glasses",2025-11-28T22:40:04.184Z,0
E00503,U025,P0246,click,"gaming glasses",2025-12-01T18:17:39.525Z,214
E00504,U031,P0174,search,"vincent chase computer glasses",2025-12-16T04:15:59.023Z,0
E00505,U008,P0220,add_to_cart,"rayban aviators",2025-12-22T11:02:21.418Z,0
E00506,U015,P0012,click,"transparent frames",2025-12-22T15:57:27.708Z,62
E00507,U027,P0146,search,"running sunglasses",2025-12-22T13:57:41.911Z,0
E00508,U094,P0257,add_to_cart,"blue light glasses for coding",2025-12-10T13:07:42.544Z,0
E00509,U086,P0224,add_to_cart,"sunglasses for driving",2025-12-20T13:34:23.656Z,0
E00510,U015,P0220,search,"gold round glasses",2025-12-10T03:03:37.699Z,0
E00511,U042,P0144,search,"gold round glasses",2025-11-28T22:07:04.718Z,0
E00512,U033,P0237,add_to_cart,"blue light glasses for coding",2025-12-21T16:20:40.243Z,0
E00513,U027,P0031,search,"contact lenses for dry eyes",2025-12-09T16:29:33.720Z,0
E00514,U001,P0017,search,"stylish eyeglasses",2025-12-25T20:27:11.505Z,0
E00515,U067,P0146,search,"rayban aviators",2025-12-09T14:52:00.834Z,0
E00516,U007,P0235,click,"gold round glasses",2025-12-13T20:10:19.710Z,179
E00517,U082,P0118,click,"rayban aviators",2025-12-06T15:01:54.508Z,113
E00518,U050,P0233,add_to_cart,"prescription glasses",2025-12-04T08:50:37.485Z,0
E00519,U043,P0071,search,"transparent frames",2025-12-08T00:32:09.779Z,0
E00520,U037,P0098,search,"blue light glasses for coding",2025-12-19T01:46:07.693Z,0
E00521,U014,P0207,add_to_cart,"blue light glasses for coding",2025-12-15T15:51:28.452Z,0
E00522,U019,P0204,search,"transparent frames",2025-12-10T15:01:00.071Z,0
E00523,U037,P0087,search,"blue light glasses for coding",2025-12-15T13:26:55.339Z,0
E00524,U009,P0074,click,"black rimless frames",2025-12-27T01:34:57.497Z,103
E00525,U091,P0129,purchase,"stylish eyeglasses",2025-12-15T11:10:57.834Z,0
E00526,U023,P0281,search,"black rimless frames",2025-12-13T19:12:16.623Z,0
E00527,U021,P0257,add_to_cart,"rayban aviators",2025-12-22T09:07:45.537Z,0
E00528,U060,P0152,click,"transparent frames",2025-12-27T01:23:59.526Z,101
E00529,U064,P0027,search,"running sunglasses",2025-12-22T21:59:13.218Z,0
E00530,U035,P0078,purchase,"running sunglasses",2025-12-16T16:35:06.251Z,0
E00531,U033,P0298,search,"prescription glasses",2025-12-17T08:53:21.835Z,0
E00532,U075,P0050,click,"vincent chase computer glasses",2025-12-24T18:59:15.839Z,148
E00533,U066,P0094,click,"prescription glasses",2025-12-12T14:50:09.470Z,127
E00534,U012,P0002,click,"prescription glasses",2025-12-20T08:35:43.492Z,244
E00535,U008,P0161,search,"blue light glasses for coding",2025-12-19T11:45:07.634Z,0
E00536,U013,P0250,click,"gold round glasses",2025-12-09T20:13:34.113Z,88
E00537,U011,P0011,search,"contact lenses for dry eyes",2025-12-04T22:47:17.669Z,0
E00538,U068,P0045,add_to_cart,"gaming glasses",2025-12-16T07:39:07.208Z,0
E00539,U014,P0038,click,"rayban aviators",2025-12-26T03:25:18.081Z,19
E00540,U069,P0152,add_to_cart,"prescription glasses",2025-12-26T10:27:42.798Z,0
E00541,U095,P0225,search,"prescription glasses",2025-12-08T12:41:15.270Z,0
E00542,U080,P0089,search,"black rimless frames",2025-12-05T20:55:10.006Z,0
E00543,U063,P0188,click,"stylish eyeglasses",2025-12-06T04:02:47.641Z,35
E00544,U009,P0008,click,"rayban aviators",2025-11-30T13:26:12.084Z,76
E00545,U025,P0260,click,"vincent chase computer glasses",2025-12-07T23:52:56.723Z,230
E00546,U002,P0110,add_to_cart,"vincent chase computer glasses",2025-12-04T00:30:15.212Z,0
E00547,U067,P0204,search,"gaming glasses",2025-12-21T03:13:55.284Z,0
E00548,U026,P0255,search,"contact lenses for dry eyes",2025-12-10T17:09:01.616Z,0
E00549,U040,P0069,add_to_cart,"black rimless frames",2025-11-30T18:45:07.661Z,0
E00550,U060,P0297,search,"contact lenses for dry eyes",2025-12-06T15:07:44.868Z,0
E00551,U020,P0066,purchase,"gaming glasses",2025-12-13T17:54:31.154Z,0
E00552,U076,P0117,click,"prescription glasses",2025-12-08T14:01:05.681Z,12
E00553,U086,P0057,click,"black rimless frames",2025-12-06T12:00:23.608Z,290
E00554,U008,P0265,click,"transparent frames",2025-12-09T04:15:57.701Z,88
E00555,U094,P0009,add_to_cart,"gaming glasses",2025-12-26T16:13:09.723Z,0
E00556,U060,P0026,search,"contact lenses for dry eyes",2025-12-11T06:40:13.078Z,0
E00557,U070,P0042,click,"running sunglasses",2025-11-30T10:38:05.069Z,259
E00558,U038,P0220,search,"rayban aviators",2025-12-16T13:43:44.056Z,0
E00559,U005,P0220,click,"stylish eyeglasses",2025-12-26T00:11:29.483Z,153
E00560,U015,P0001,search,"prescription glasses",2025-12-23T17:44:49.211Z,0
E00561,U025,P0094,add_to_cart,"gaming glasses",2025-12-15T22:34:39.449Z,0
E00562,U080,P0193,search,"blue light glasses for coding",2025-12-12T20:39:15.946Z,0
E00563,U068,P0078,click,"contact lenses for dry eyes",2025-12-12T13:21:57.421Z,226
E00564,U094,P0021,search,"black rimless frames",2025-12-25T19:36:49.350Z,0
E00565,U053,P0183,search,"prescription glasses",2025-12-23T04:43:02.213Z,0
E00566,U049,P0269,add_to_cart,"stylish eyeglasses",2025-12-07T09:09:14.990Z,0
E00567,U047,P0213,search,"transparent frames",2025-12-02T20:11:26.690Z,0
E00568,U010,P0253,add_to_cart,"gaming glasses",2025-12-28T08:16:04.289Z,0
E00569,U089,P0046,search,"stylish eyeglasses",2025-12-09T04:30:33.755Z,0
E00570,U028,P0027,add_to_cart,"transparent frames",2025-12-13T13:12:00.392Z,0
E00571,U048,P0099,search,"running sunglasses",2025-11-30T12:43:14.001Z,0
E00572,U095,P0053,search,"prescription glasses",2025-11-29T20:57:28.592Z,0
E00573,U062,P0154,search,"running sunglasses",2025-12-19T08:07:24.809Z,0
E00574,U059,P0018,click,"black rimless frames",2025-11-29T19:21:22.341Z,245
E00575,U029,P0045,search,"gaming glasses",2025-12-03T23:33:24.432Z,0
E00576,U080,P0294,search,"contact lenses for dry eyes",2025-12-13T06:18:32.128Z,0
E00577,U085,P0077,purchase,"prescription glasses",2025-12-24T22:43:13.204Z,0
E00578,U028,P0154,add_to_cart,"running sunglasses",2025-12-16T19:26:09.927Z,0
E00579,U058,P0158,search,"contact lenses for dry eyes",2025-12-27T06:20:19.663Z,0
E00580,U087,P0036,click,"black rimless frames",2025-12-05T14:34:49.895Z,188
E00581,U027,P0002,click,"blue light glasses for coding",2025-12-22T10:27:12.743Z,293
E00582,U045,P0055,click,"rayban aviators",2025-12-15T18:51:42.632Z,141
E00583,U009,P0028,search,"black rimless frames",2025-12-16T14:41:59.453Z,0
E00584,U036,P0101,search,"blue light glasses for coding",2025-12-09T17:08:14.881Z,0
E00585,U072,P0242,click,"black rimless frames",2025-12-07T13:26:42.831Z,233
E00586,U070,P0182,click,"blue light glasses for coding",2025-12-21T14:16:09.707Z,164
E00587,U049,P0063,search,"transparent frames",2025-11-30T12:26:13.738Z,0
E00588,U035,P0034,search,"blue light glasses for coding",2025-12-14T14:18:52.807Z,0
E00589,U100,P0042,search,"gold round glasses",2025-12-03T02:15:58.162Z,0
E00590,U064,P0229,click,"running sunglasses",2025-12-23T06:08:55.385Z,104
E00591,U007,P0138,click,"transparent frames",2025-11-29T05:48:33.569Z,146
E00592,U037,P0265,add_to_cart,"stylish eyeglasses",2025-12-15T09:59:15.939Z,0
E00593,U069,P0131,click,"blue light glasses for coding",2025-12-18T17:25:39.803Z,214
E00594,U081,P0129,add_to_cart,"rayban aviators",2025-12-08T03:31:25.575Z,0
E00595,U004,P0235,click,"gold round glasses",2025-12-10T00:01:43.401Z,128
E00596,U048,P0261,search,"gold round glasses",2025-12-02T22:56:11.932Z,0
E00597,U032,P0026,search,"rayban aviators",2025-12-03T19:32:01.751Z,0
E00598,U043,P0202,search,"gold round glasses",2025-12-07T14:45:09.221Z,0
E00599,U100,P0168,search,"stylish eyeglasses",2025-12-01T14:34:53.302Z,0
E00600,U063,P0060,click,"black rimless frames",2025-12-13T07:39:31.296Z,146
E00601,U026,P0205,add_to_cart,"rayban aviators",2025-12-24T14:07:52.003Z,0
E00602,U065,P0159,add_to_cart,"rayban aviators",2025-12-16T18:44:30.190Z,0
E00603,U086,P0083,click,"contact lenses for dry eyes",2025-12-10T22:02:24.857Z,59
E00604,U004,P0069,click,"sunglasses for driving",2025-12-27T16:30:59.734Z,122
E00605,U090,P0264,search,"prescription glasses",2025-12-07T23:13:32.139Z,0
E00606,U094,P0075,search,"blue light glasses for coding",2025-12-05T02:48:04.784Z,0
E00607,U088,P0119,click,"rayban aviators",2025-12-04T04:45:29.591Z,28
E00608,U046,P0016,purchase,"rayban aviators",2025-12-11T09:29:36.761Z,0
E00609,U073,P0220,click,"transparent frames",2025-12-06T19:07:14.688Z,193
E00610,U018,P0171,search,"blue light glasses for coding",2025-12-28T09:30:00.270Z,0
E00611,U052,P0015,click,"transparent frames",2025-12-09T09:53:12.104Z,247
E00612,U089,P0097,click,"running sunglasses",2025-12-26T12:47:27.113Z,224
E00613,U094,P0172,click,"stylish eyeglasses",2025-12-23T09:45:39.015Z,160
E00614,U088,P0277,click,"stylish eyeglasses",2025-11-30T07:51:32.865Z,166
E00615,U022,P0026,click,"vincent chase computer glasses",2025-12-07T20:45:32.142Z,157
E00616,U021,P0056,add_to_cart,"gaming glasses",2025-12-03T22:14:16.090Z,0
E00617,U075,P0027,search,"blue light glasses for coding",2025-12-27T06:03:09.932Z,0
E00618,U087,P0155,search,"sunglasses for driving",2025-12-04T08:55:13.619Z,0
E00619,U021,P0066,search,"gold round glasses",2025-12-09T18:27:22.263Z,0
E00620,U057,P0173,search,"vincent chase computer glasses",2025-12-10T15:41:03.774Z,0
E00621,U054,P0234,search,"stylish eyeglasses",2025-12-04T22:53:47.450Z,0
E00622,U087,P0268,add_to_cart,"running sunglasses",2025-12-10T03:27:37.543Z,0
E00623,U030,P0021,click,"stylish eyeglasses",2025-12-12T20:32:59.403Z,88
E00624,U071,P0244,purchase,"vincent chase computer glasses",2025-12-22T14:24:13.002Z,0
E00625,U080,P0259,click,"gold round glasses",2025-12-27T01:21:11.197Z,25
E00626,U025,P0103,search,"vincent chase computer glasses",2025-12-25T23:07:17.150Z,0
E00627,U005,P0120,purchase,"gold round glasses",2025-12-05T02:10:46.963Z,0
E00628,U003,P0115,search,"rayban aviators",2025-12-12T17:40:46.493Z,0
E00629,U051,P0206,search,"prescription glasses",2025-12-04T22:25:37.604Z,0
E00630,U027,P0157,click,"sunglasses for driving",2025-12-04T19:53:48.413Z,214
E00631,U032,P0107,search,"stylish eyeglasses",2025-12-08T20:11:35.962Z,0
E00632,U012,P0229,click,"transparent frames",2025-12-16T23:31:26.403Z,276
E00633,U019,P0242,click,"stylish eyeglasses",2025-12-18T10:17:01.764Z,257
E00634,U078,P0276,search,"vincent chase computer glasses",2025-12-15T07:57:51.974Z,0
E00635,U100,P0061,search,"prescription glasses",2025-11-30T02:00:29.960Z,0
E00636,U030,P0001,add_to_cart,"contact lenses for dry eyes",2025-12-06T11:00:59.592Z,0
E00637,U012,P0174,click,"black rimless frames",2025-12-14T20:01:29.644Z,108
E00638,U072,P0228,click,"running sunglasses",2025-12-21T03:36:59.090Z,196
E00639,U083,P0104,search,"rayban aviators",2025-12-02T20:54:10.556Z,0
E00640,U057,P0096,click,"transparent frames",2025-12-12T08:29:50.553Z,191
E00641,U025,P0114,click,"sunglasses for driving",2025-12-04T04:03:34.703Z,194
E00642,U080,P0173,search,"prescription glasses",2025-12-06T19:32:50.544Z,0
E00643,U025,P0010,search,"rayban aviators",2025-12-22T11:22:44.717Z,0
E00644,U033,P0288,click,"rayban aviators",2025-12-22T07:13:50.466Z,285
E00645,U006,P0104,search,"prescription glasses",2025-12-13T00:11:17.348Z,0
E00646,U090,P0222,click,"vincent chase computer glasses",2025-12-02T03:52:19.635Z,146
E00647,U060,P0287,click,"gold round glasses",2025-12-19T02:53:19.162Z,204
E00648,U056,P0188,add_to_cart,"stylish eyeglasses",2025-12-03T10:16:49.865Z,0
E00649,U028,P0108,search,"transparent frames",2025-12-10T20:41:19.224Z,0
E00650,U055,P0195,search,"stylish eyeglasses",2025-12-06T22:15:18.577Z,0
E00651,U024,P0125,click,"transparent frames",2025-12-12T02:02:58.264Z,277
E00652,U086,P0097,add_to_cart,"rayban aviators",2025-12-17T18:19:08.383Z,0
E00653,U035,P0221,add_to_cart,"transparent frames",2025-12-28T04:56:51.554Z,0
E00654,U044,P0196,search,"sunglasses for driving",2025-12-05T20:13:31.695Z,0
E00655,U021,P0026,click,"transparent frames",2025-11-30T08:42:51.789Z,15
E00656,U059,P0091,add_to_cart,"sunglasses for driving",2025-12-05T23:24:07.005Z,0
E00657,U080,P0024,click,"stylish eyeglasses",2025-11-30T14:50:07.017Z,97
E00658,U032,P0223,search,"sunglasses for driving",2025-12-11T01:03:52.145Z,0
E00659,U074,P0143,click,"sunglasses for driving",2025-12-25T13:25:47.919Z,278
